tingkat_wilayah,provinsi_id,kabupaten_id,sektor_id,tahun,nilai_lq,kategori,persen_daerah,persen_acuan
kabupaten,12,1202,11,2024,0.5276,"Non Basis",1.52,2.88
kabupaten,12,1202,12,2024,0.4688,"Non Basis",2,4.26
kabupaten,12,1202,13,2024,0.3249,"Non Basis",0.3,0.91
kabupaten,12,1202,14,2024,3.0439,Basis,9.39,3.08
kabupaten,12,1202,15,2024,0.8118,"Non Basis",1.75,2.16
kabupaten,12,1202,16,2024,0.7764,"Non Basis",0.73,0.94
kabupaten,12,1202,17,2024,0.2465,"Non Basis",0.14,0.55
kabupaten,12,1202,1,2025,1.7472,Basis,44.73,25.6
kabupaten,12,1202,2,2025,0.0669,"Non Basis",0.08,1.22
kabupaten,12,1202,3,2025,0.1257,"Non Basis",2.16,17.18
kabupaten,12,1202,4,2025,0.9816,"Non Basis",0.14,0.14
kabupaten,12,1202,5,2025,1.0181,Basis,0.1,0.1
kabupaten,12,1202,6,2025,1.0407,Basis,12.74,12.24
kabupaten,12,1202,7,2025,0.8061,"Non Basis",15.25,18.92
kabupaten,12,1202,8,2025,1.5791,Basis,5.48,3.47
kabupaten,12,1202,9,2025,1.0341,Basis,2.61,2.52
kabupaten,12,1202,10,2025,0.2891,"Non Basis",1.02,3.54
kabupaten,12,1202,11,2025,0.5195,"Non Basis",1.5,2.89
kabupaten,12,1202,12,2025,0.4402,"Non Basis",1.98,4.5
kabupaten,12,1202,13,2025,0.3061,"Non Basis",0.3,0.97
kabupaten,12,1202,14,2025,3.0966,Basis,9.22,2.98
kabupaten,12,1202,15,2025,0.827,"Non Basis",1.8,2.18
kabupaten,12,1202,16,2025,0.7556,"Non Basis",0.75,0.99
kabupaten,12,1202,17,2025,0.2436,"Non Basis",0.13,0.55
kabupaten,12,1203,1,2021,1.776,Basis,45.92,25.86
kabupaten,12,1203,2,2021,9.0997,Basis,11.75,1.29
kabupaten,12,1203,3,2021,0.3319,"Non Basis",5.93,17.88
kabupaten,12,1203,4,2021,0.4897,"Non Basis",0.07,0.14
kabupaten,12,1203,5,2021,0.8413,"Non Basis",0.09,0.1
kabupaten,12,1203,6,2021,0.9027,"Non Basis",11.26,12.47
kabupaten,12,1203,7,2021,0.6258,"Non Basis",11.26,18
kabupaten,12,1203,8,2021,0.3628,"Non Basis",1.44,3.96
kabupaten,12,1203,9,2021,0.6215,"Non Basis",1.35,2.17
kabupaten,12,1203,10,2021,0.2378,"Non Basis",0.75,3.17
kabupaten,12,1203,11,2021,0.291,"Non Basis",0.85,2.92
kabupaten,12,1203,12,2021,0.4554,"Non Basis",1.97,4.33
kabupaten,12,1203,13,2021,0.0556,"Non Basis",0.05,0.86
kabupaten,12,1203,14,2021,1.7249,Basis,5.72,3.32
kabupaten,12,1203,15,2021,0.3701,"Non Basis",0.77,2.09
kabupaten,12,1203,16,2021,0.8415,"Non Basis",0.78,0.93
kabupaten,12,1203,17,2021,0.0636,"Non Basis",0.03,0.5
kabupaten,12,1203,1,2022,1.8067,Basis,46.85,25.93
kabupaten,12,1203,2,2022,8.869,Basis,11.22,1.26
kabupaten,12,1203,3,2022,0.3395,"Non Basis",5.91,17.41
kabupaten,12,1203,4,2022,0.496,"Non Basis",0.07,0.14
kabupaten,12,1203,5,2022,0.8769,"Non Basis",0.09,0.1
kabupaten,12,1203,6,2022,0.8815,"Non Basis",10.82,12.27
kabupaten,12,1203,7,2022,0.6221,"Non Basis",11.39,18.31
kabupaten,12,1203,8,2022,0.3494,"Non Basis",1.49,4.27
kabupaten,12,1203,9,2022,0.6222,"Non Basis",1.38,2.22
kabupaten,12,1203,10,2022,0.2384,"Non Basis",0.78,3.26
kabupaten,12,1203,11,2022,0.2943,"Non Basis",0.85,2.9
kabupaten,12,1203,12,2022,0.4488,"Non Basis",1.94,4.32
kabupaten,12,1203,13,2022,0.0526,"Non Basis",0.05,0.89
kabupaten,12,1203,14,2022,1.7764,Basis,5.59,3.15
kabupaten,12,1203,15,2022,0.3679,"Non Basis",0.77,2.1
kabupaten,12,1203,16,2022,0.8259,"Non Basis",0.77,0.93
kabupaten,12,1203,17,2022,0.0616,"Non Basis",0.03,0.52
kabupaten,12,1203,1,2023,1.8408,Basis,46.84,25.45
kabupaten,12,1203,2,2023,8.466,Basis,10.56,1.25
kabupaten,12,1203,3,2023,0.3473,"Non Basis",5.96,17.16
kabupaten,12,1203,4,2023,0.5153,"Non Basis",0.07,0.14
kabupaten,12,1203,5,2023,0.9093,"Non Basis",0.09,0.1
kabupaten,12,1203,6,2023,0.8859,"Non Basis",11.01,12.43
kabupaten,12,1203,7,2023,0.6308,"Non Basis",11.64,18.45
kabupaten,12,1203,8,2023,0.3489,"Non Basis",1.6,4.6
kabupaten,12,1203,9,2023,0.6145,"Non Basis",1.43,2.33
kabupaten,12,1203,10,2023,0.2386,"Non Basis",0.8,3.35
kabupaten,12,1203,11,2023,0.2943,"Non Basis",0.86,2.91
kabupaten,12,1203,12,2023,0.4551,"Non Basis",1.93,4.25
kabupaten,12,1203,13,2023,0.0525,"Non Basis",0.05,0.91
kabupaten,12,1203,14,2023,1.8197,Basis,5.56,3.05
kabupaten,12,1203,15,2023,0.3692,"Non Basis",0.79,2.14
kabupaten,12,1203,16,2023,0.8236,"Non Basis",0.78,0.94
kabupaten,12,1203,17,2023,0.0607,"Non Basis",0.03,0.54
kabupaten,12,1203,1,2024,1.8654,Basis,46.87,25.13
kabupaten,12,1203,2,2024,8.3401,Basis,10.3,1.24
kabupaten,12,1203,3,2024,0.3495,"Non Basis",5.97,17.09
kabupaten,12,1203,4,2024,0.5203,"Non Basis",0.07,0.14
kabupaten,12,1203,5,2024,0.9195,"Non Basis",0.09,0.09
kabupaten,12,1203,6,2024,0.8559,"Non Basis",10.79,12.61
kabupaten,12,1203,7,2024,0.6473,"Non Basis",11.88,18.35
kabupaten,12,1203,8,2024,0.3589,"Non Basis",1.67,4.66
kabupaten,12,1203,9,2024,0.6065,"Non Basis",1.51,2.49
kabupaten,12,1203,10,2024,0.2396,"Non Basis",0.82,3.42
kabupaten,12,1203,11,2024,0.2921,"Non Basis",0.84,2.88
kabupaten,12,1203,12,2024,0.4522,"Non Basis",1.93,4.26
kabupaten,12,1203,13,2024,0.0527,"Non Basis",0.05,0.91
kabupaten,12,1203,14,2024,1.8058,Basis,5.57,3.08
kabupaten,12,1203,15,2024,0.3729,"Non Basis",0.8,2.16
kabupaten,12,1203,16,2024,0.8479,"Non Basis",0.8,0.94
kabupaten,12,1203,17,2024,0.0609,"Non Basis",0.03,0.55
kabupaten,12,1203,1,2025,1.854,Basis,47.46,25.6
kabupaten,12,1203,2,2025,8.0798,Basis,9.86,1.22
kabupaten,12,1203,3,2025,0.3468,"Non Basis",5.96,17.18
kabupaten,12,1203,4,2025,0.5015,"Non Basis",0.07,0.14
kabupaten,12,1203,5,2025,0.8982,"Non Basis",0.09,0.1
kabupaten,12,1203,6,2025,0.8501,"Non Basis",10.41,12.24
kabupaten,12,1203,7,2025,0.6392,"Non Basis",12.09,18.92
kabupaten,12,1203,8,2025,0.5108,"Non Basis",1.77,3.47
kabupaten,12,1203,9,2025,0.6078,"Non Basis",1.53,2.52
kabupaten,12,1203,10,2025,0.2392,"Non Basis",0.85,3.54
kabupaten,12,1203,11,2025,0.2845,"Non Basis",0.82,2.89
kabupaten,12,1203,12,2025,0.4444,"Non Basis",2,4.5
kabupaten,12,1203,13,2025,0.0519,"Non Basis",0.05,0.97
kabupaten,12,1203,14,2025,1.8087,Basis,5.39,2.98
kabupaten,12,1203,15,2025,0.3641,"Non Basis",0.79,2.18
kabupaten,12,1203,16,2025,0.8299,"Non Basis",0.82,0.99
kabupaten,12,1203,17,2025,0.0605,"Non Basis",0.03,0.55
kabupaten,12,1204,1,2021,1.9584,Basis,50.64,25.86
kabupaten,12,1204,2,2021,7.0032,Basis,9.04,1.29
kabupaten,12,1204,3,2021,0.0105,"Non Basis",0.19,17.88
kabupaten,12,1204,4,2021,0.7811,"Non Basis",0.11,0.14
kabupaten,12,1204,5,2021,0,"Non Basis",0,0.1
kabupaten,12,1204,6,2021,0.8451,"Non Basis",10.54,12.47
kabupaten,12,1204,7,2021,0.4731,"Non Basis",8.51,18
kabupaten,12,1204,8,2021,0.3506,"Non Basis",1.39,3.96
kabupaten,12,1204,9,2021,0.8294,"Non Basis",1.8,2.17
kabupaten,12,1204,10,2021,0.0827,"Non Basis",0.26,3.17
kabupaten,12,1204,11,2021,0.4745,"Non Basis",1.39,2.92
kabupaten,12,1204,12,2021,0.4329,"Non Basis",1.88,4.33
kabupaten,12,1204,13,2021,0.0872,"Non Basis",0.08,0.86
kabupaten,12,1204,14,2021,3.5717,Basis,11.85,3.32
kabupaten,12,1204,15,2021,0.665,"Non Basis",1.39,2.09
kabupaten,12,1204,16,2021,0.8068,"Non Basis",0.75,0.93
kabupaten,12,1204,17,2021,0.3743,"Non Basis",0.19,0.5
kabupaten,12,1204,1,2022,1.9682,Basis,51.04,25.93
kabupaten,12,1204,2,2022,7.1902,Basis,9.09,1.26
kabupaten,12,1204,3,2022,0.0125,"Non Basis",0.22,17.41
kabupaten,12,1204,4,2022,0.7569,"Non Basis",0.11,0.14
kabupaten,12,1204,5,2022,0,"Non Basis",0,0.1
kabupaten,12,1204,6,2022,0.8361,"Non Basis",10.26,12.27
kabupaten,12,1204,7,2022,0.4707,"Non Basis",8.62,18.31
kabupaten,12,1204,8,2022,0.3238,"Non Basis",1.38,4.27
kabupaten,12,1204,9,2022,0.8017,"Non Basis",1.78,2.22
kabupaten,12,1204,10,2022,0.0892,"Non Basis",0.29,3.26
kabupaten,12,1204,11,2022,0.4768,"Non Basis",1.38,2.9
kabupaten,12,1204,12,2022,0.4206,"Non Basis",1.82,4.32
kabupaten,12,1204,13,2022,0.0814,"Non Basis",0.07,0.89
kabupaten,12,1204,14,2022,3.6774,Basis,11.57,3.15
kabupaten,12,1204,15,2022,0.6771,"Non Basis",1.42,2.1
kabupaten,12,1204,16,2022,0.8208,"Non Basis",0.76,0.93
kabupaten,12,1204,17,2022,0.3497,"Non Basis",0.18,0.52
kabupaten,12,1204,1,2023,2.0049,Basis,51.02,25.45
kabupaten,12,1204,2,2023,7.4229,Basis,9.26,1.25
kabupaten,12,1204,3,2023,0.0123,"Non Basis",0.21,17.16
kabupaten,12,1204,4,2023,0.7499,"Non Basis",0.11,0.14
kabupaten,12,1204,5,2023,0,"Non Basis",0,0.1
kabupaten,12,1204,6,2023,0.8179,"Non Basis",10.17,12.43
kabupaten,12,1204,7,2023,0.4732,"Non Basis",8.73,18.45
kabupaten,12,1204,8,2023,0.3052,"Non Basis",1.4,4.6
kabupaten,12,1204,9,2023,0.7663,"Non Basis",1.79,2.33
kabupaten,12,1204,10,2023,0.0838,"Non Basis",0.28,3.35
kabupaten,12,1204,11,2023,0.4815,"Non Basis",1.4,2.91
kabupaten,12,1204,12,2023,0.4208,"Non Basis",1.79,4.25
kabupaten,12,1204,13,2023,0.0773,"Non Basis",0.07,0.91
kabupaten,12,1204,14,2023,3.7552,Basis,11.47,3.05
kabupaten,12,1204,15,2023,0.6546,"Non Basis",1.4,2.14
kabupaten,12,1204,16,2023,0.7806,"Non Basis",0.74,0.94
kabupaten,12,1204,17,2023,0.3233,"Non Basis",0.18,0.54
kabupaten,12,1204,1,2024,2.0127,Basis,50.57,25.13
kabupaten,12,1204,2,2024,7.5667,Basis,9.35,1.24
kabupaten,12,1204,3,2024,0.0118,"Non Basis",0.2,17.09
kabupaten,12,1204,4,2024,0.7382,"Non Basis",0.1,0.14
kabupaten,12,1204,5,2024,0,"Non Basis",0,0.09
kabupaten,12,1204,6,2024,0.8108,"Non Basis",10.22,12.61
kabupaten,12,1204,7,2024,0.4707,"Non Basis",8.64,18.35
kabupaten,12,1204,8,2024,0.3043,"Non Basis",1.42,4.66
kabupaten,12,1204,9,2024,0.705,"Non Basis",1.75,2.49
kabupaten,12,1204,10,2024,0.0887,"Non Basis",0.3,3.42
kabupaten,12,1204,11,2024,0.4802,"Non Basis",1.38,2.88
kabupaten,12,1204,12,2024,0.4114,"Non Basis",1.75,4.26
kabupaten,12,1204,13,2024,0.0743,"Non Basis",0.07,0.91
kabupaten,12,1204,14,2024,3.8509,Basis,11.88,3.08
kabupaten,12,1204,15,2024,0.6574,"Non Basis",1.42,2.16
kabupaten,12,1204,16,2024,0.7861,"Non Basis",0.74,0.94
kabupaten,12,1204,17,2024,0.368,"Non Basis",0.2,0.55
kabupaten,12,1204,1,2025,1.9754,Basis,50.57,25.6
kabupaten,12,1204,2,2025,7.7564,Basis,9.46,1.22
kabupaten,12,1204,3,2025,0.0114,"Non Basis",0.2,17.18
kabupaten,12,1204,4,2025,0.7091,"Non Basis",0.1,0.14
kabupaten,12,1204,5,2025,0,"Non Basis",0,0.1
kabupaten,12,1204,6,2025,0.7888,"Non Basis",9.66,12.24
kabupaten,12,1204,7,2025,0.4624,"Non Basis",8.75,18.92
kabupaten,12,1204,8,2025,0.412,"Non Basis",1.43,3.47
kabupaten,12,1204,9,2025,0.7089,"Non Basis",1.79,2.52
kabupaten,12,1204,10,2025,0.0826,"Non Basis",0.29,3.54
kabupaten,12,1204,11,2025,0.4847,"Non Basis",1.4,2.89
kabupaten,12,1204,12,2025,0.4046,"Non Basis",1.82,4.5
kabupaten,12,1204,13,2025,0.0667,"Non Basis",0.07,0.97
kabupaten,12,1204,14,2025,4.0737,Basis,12.13,2.98
kabupaten,12,1204,15,2025,0.6412,"Non Basis",1.4,2.18
kabupaten,12,1204,16,2025,0.7527,"Non Basis",0.75,0.99
kabupaten,12,1204,17,2025,0.3533,"Non Basis",0.2,0.55
kabupaten,12,1205,1,2021,1.7082,Basis,44.17,25.86
kabupaten,12,1205,2,2021,7.6527,Basis,9.88,1.29
kabupaten,12,1205,3,2021,0.7677,"Non Basis",13.73,17.88
kabupaten,12,1205,4,2021,1.6818,Basis,0.24,0.14
kabupaten,12,1205,5,2021,0.4168,"Non Basis",0.04,0.1
kabupaten,12,1205,6,2021,0.5695,"Non Basis",7.1,12.47
kabupaten,12,1205,7,2021,0.5287,"Non Basis",9.51,18
kabupaten,12,1205,8,2021,0.4836,"Non Basis",1.91,3.96
kabupaten,12,1205,9,2021,0.9158,"Non Basis",1.99,2.17
kabupaten,12,1205,10,2021,0.5034,"Non Basis",1.6,3.17
kabupaten,12,1205,11,2021,0.6398,"Non Basis",1.87,2.92
kabupaten,12,1205,12,2021,0.6238,"Non Basis",2.7,4.33
kabupaten,12,1205,13,2021,0.5587,"Non Basis",0.48,0.86
kabupaten,12,1205,14,2021,0.8683,"Non Basis",2.88,3.32
kabupaten,12,1205,15,2021,0.5899,"Non Basis",1.23,2.09
kabupaten,12,1205,16,2021,0.5049,"Non Basis",0.47,0.93
kabupaten,12,1205,17,2021,0.3752,"Non Basis",0.19,0.5
kabupaten,12,1205,1,2022,1.7222,Basis,44.66,25.93
kabupaten,12,1205,2,2022,7.7975,Basis,9.86,1.26
kabupaten,12,1205,3,2022,0.7685,"Non Basis",13.38,17.41
kabupaten,12,1205,4,2022,1.6713,Basis,0.24,0.14
kabupaten,12,1205,5,2022,0.4196,"Non Basis",0.04,0.1
kabupaten,12,1205,6,2022,0.5914,"Non Basis",7.26,12.27
kabupaten,12,1205,7,2022,0.5137,"Non Basis",9.41,18.31
kabupaten,12,1205,8,2022,0.4644,"Non Basis",1.98,4.27
kabupaten,12,1205,9,2022,0.9073,"Non Basis",2.02,2.22
kabupaten,12,1205,10,2022,0.4716,"Non Basis",1.54,3.26
kabupaten,12,1205,11,2022,0.6384,"Non Basis",1.85,2.9
kabupaten,12,1205,12,2022,0.6166,"Non Basis",2.67,4.32
kabupaten,12,1205,13,2022,0.5515,"Non Basis",0.49,0.89
kabupaten,12,1205,14,2022,0.8666,"Non Basis",2.73,3.15
kabupaten,12,1205,15,2022,0.5792,"Non Basis",1.21,2.1
kabupaten,12,1205,16,2022,0.5047,"Non Basis",0.47,0.93
kabupaten,12,1205,17,2022,0.3674,"Non Basis",0.19,0.52
kabupaten,12,1205,1,2023,1.7505,Basis,44.54,25.45
kabupaten,12,1205,2,2023,7.9555,Basis,9.92,1.25
kabupaten,12,1205,3,2023,0.7654,"Non Basis",13.13,17.16
kabupaten,12,1205,4,2023,1.6885,Basis,0.24,0.14
kabupaten,12,1205,5,2023,0.4063,"Non Basis",0.04,0.1
kabupaten,12,1205,6,2023,0.6006,"Non Basis",7.47,12.43
kabupaten,12,1205,7,2023,0.5093,"Non Basis",9.4,18.45
kabupaten,12,1205,8,2023,0.4411,"Non Basis",2.03,4.6
kabupaten,12,1205,9,2023,0.8954,"Non Basis",2.09,2.33
kabupaten,12,1205,10,2023,0.4608,"Non Basis",1.54,3.35
kabupaten,12,1205,11,2023,0.6306,"Non Basis",1.84,2.91
kabupaten,12,1205,12,2023,0.6148,"Non Basis",2.61,4.25
kabupaten,12,1205,13,2023,0.5337,"Non Basis",0.48,0.91
kabupaten,12,1205,14,2023,0.9098,"Non Basis",2.78,3.05
kabupaten,12,1205,15,2023,0.5702,"Non Basis",1.22,2.14
kabupaten,12,1205,16,2023,0.5035,"Non Basis",0.47,0.94
kabupaten,12,1205,17,2023,0.3626,"Non Basis",0.2,0.54
kabupaten,12,1205,1,2024,1.774,Basis,44.58,25.13
kabupaten,12,1205,2,2024,7.9368,Basis,9.8,1.24
kabupaten,12,1205,3,2024,0.7646,"Non Basis",13.07,17.09
kabupaten,12,1205,4,2024,1.685,Basis,0.23,0.14
kabupaten,12,1205,5,2024,0.4018,"Non Basis",0.04,0.09
kabupaten,12,1205,6,2024,0.5764,"Non Basis",7.27,12.61
kabupaten,12,1205,7,2024,0.5162,"Non Basis",9.47,18.35
kabupaten,12,1205,8,2024,0.4451,"Non Basis",2.07,4.66
kabupaten,12,1205,9,2024,0.8748,"Non Basis",2.18,2.49
kabupaten,12,1205,10,2024,0.4625,"Non Basis",1.58,3.42
kabupaten,12,1205,11,2024,0.6589,"Non Basis",1.9,2.88
kabupaten,12,1205,12,2024,0.5954,"Non Basis",2.54,4.26
kabupaten,12,1205,13,2024,0.5298,"Non Basis",0.48,0.91
kabupaten,12,1205,14,2024,0.9282,"Non Basis",2.86,3.08
kabupaten,12,1205,15,2024,0.5747,"Non Basis",1.24,2.16
kabupaten,12,1205,16,2024,0.5184,"Non Basis",0.49,0.94
kabupaten,12,1205,17,2024,0.3679,"Non Basis",0.2,0.55
kabupaten,12,1205,1,2025,1.754,Basis,44.9,25.6
kabupaten,12,1205,2,2025,7.8186,Basis,9.54,1.22
kabupaten,12,1205,3,2025,0.765,"Non Basis",13.14,17.18
kabupaten,12,1205,4,2025,1.6967,Basis,0.23,0.14
kabupaten,12,1205,5,2025,0.3861,"Non Basis",0.04,0.1
kabupaten,12,1205,6,2025,0.5701,"Non Basis",6.98,12.24
kabupaten,12,1205,7,2025,0.5078,"Non Basis",9.61,18.92
kabupaten,12,1205,8,2025,0.6244,"Non Basis",2.17,3.47
kabupaten,12,1205,9,2025,0.8471,"Non Basis",2.14,2.52
kabupaten,12,1205,10,2025,0.4513,"Non Basis",1.6,3.54
kabupaten,12,1205,11,2025,0.6596,"Non Basis",1.9,2.89
kabupaten,12,1205,12,2025,0.5797,"Non Basis",2.61,4.5
kabupaten,12,1205,13,2025,0.4882,"Non Basis",0.48,0.97
kabupaten,12,1205,14,2025,0.9065,"Non Basis",2.7,2.98
kabupaten,12,1205,15,2025,0.5791,"Non Basis",1.26,2.18
kabupaten,12,1205,16,2025,0.513,"Non Basis",0.51,0.99
kabupaten,12,1205,17,2025,0.3554,"Non Basis",0.2,0.55
kabupaten,12,1206,1,2021,2.15,Basis,55.59,25.86
kabupaten,12,1206,2,2021,0.1768,"Non Basis",0.23,1.29
kabupaten,12,1206,3,2021,0.1844,"Non Basis",3.3,17.88
kabupaten,12,1206,4,2021,0.6841,"Non Basis",0.1,0.14
kabupaten,12,1206,5,2021,0.8287,"Non Basis",0.08,0.1
kabupaten,12,1206,6,2021,0.5282,"Non Basis",6.59,12.47
kabupaten,12,1206,7,2021,0.5791,"Non Basis",10.42,18
kabupaten,12,1206,8,2021,1.1345,Basis,4.49,3.96
kabupaten,12,1206,9,2021,1.1855,Basis,2.57,2.17
kabupaten,12,1206,10,2021,0.3429,"Non Basis",1.09,3.17
kabupaten,12,1206,11,2021,0.4579,"Non Basis",1.34,2.92
kabupaten,12,1206,12,2021,0.7429,"Non Basis",3.22,4.33
kabupaten,12,1206,13,2021,0.2181,"Non Basis",0.19,0.86
kabupaten,12,1206,14,2021,1.6861,Basis,5.6,3.32
kabupaten,12,1206,15,2021,1.2691,Basis,2.65,2.09
kabupaten,12,1206,16,2021,1.3238,Basis,1.23,0.93
kabupaten,12,1206,17,2021,2.6326,Basis,1.32,0.5
kabupaten,12,1206,1,2022,2.137,Basis,55.42,25.93
kabupaten,12,1206,2,2022,0.1816,"Non Basis",0.23,1.26
kabupaten,12,1206,3,2022,0.1916,"Non Basis",3.34,17.41
kabupaten,12,1206,4,2022,0.6828,"Non Basis",0.1,0.14
kabupaten,12,1206,5,2022,0.833,"Non Basis",0.08,0.1
kabupaten,12,1206,6,2022,0.53,"Non Basis",6.5,12.27
kabupaten,12,1206,7,2022,0.5765,"Non Basis",10.56,18.31
kabupaten,12,1206,8,2022,1.097,Basis,4.68,4.27
kabupaten,12,1206,9,2022,1.1746,Basis,2.61,2.22
kabupaten,12,1206,10,2022,0.3409,"Non Basis",1.11,3.26
kabupaten,12,1206,11,2022,0.4622,"Non Basis",1.34,2.9
kabupaten,12,1206,12,2022,0.746,"Non Basis",3.23,4.32
kabupaten,12,1206,13,2022,0.2104,"Non Basis",0.19,0.89
kabupaten,12,1206,14,2022,1.7125,Basis,5.39,3.15
kabupaten,12,1206,15,2022,1.271,Basis,2.66,2.1
kabupaten,12,1206,16,2022,1.3255,Basis,1.23,0.93
kabupaten,12,1206,17,2022,2.5633,Basis,1.33,0.52
kabupaten,12,1206,1,2023,2.158,Basis,54.91,25.45
kabupaten,12,1206,2,2023,0.1846,"Non Basis",0.23,1.25
kabupaten,12,1206,3,2023,0.1929,"Non Basis",3.31,17.16
kabupaten,12,1206,4,2023,0.693,"Non Basis",0.1,0.14
kabupaten,12,1206,5,2023,0.8318,"Non Basis",0.08,0.1
kabupaten,12,1206,6,2023,0.5295,"Non Basis",6.58,12.43
kabupaten,12,1206,7,2023,0.5857,"Non Basis",10.81,18.45
kabupaten,12,1206,8,2023,1.0816,Basis,4.97,4.6
kabupaten,12,1206,9,2023,1.1242,Basis,2.62,2.33
kabupaten,12,1206,10,2023,0.3401,"Non Basis",1.14,3.35
kabupaten,12,1206,11,2023,0.4636,"Non Basis",1.35,2.91
kabupaten,12,1206,12,2023,0.7595,"Non Basis",3.23,4.25
kabupaten,12,1206,13,2023,0.2076,"Non Basis",0.19,0.91
kabupaten,12,1206,14,2023,1.6852,Basis,5.15,3.05
kabupaten,12,1206,15,2023,1.2722,Basis,2.73,2.14
kabupaten,12,1206,16,2023,1.3442,Basis,1.27,0.94
kabupaten,12,1206,17,2023,2.4744,Basis,1.34,0.54
kabupaten,12,1206,1,2024,2.15,Basis,54.02,25.13
kabupaten,12,1206,2,2024,0.1898,"Non Basis",0.23,1.24
kabupaten,12,1206,3,2024,0.1915,"Non Basis",3.27,17.09
kabupaten,12,1206,4,2024,0.6981,"Non Basis",0.1,0.14
kabupaten,12,1206,5,2024,0.8415,"Non Basis",0.08,0.09
kabupaten,12,1206,6,2024,0.5371,"Non Basis",6.77,12.61
kabupaten,12,1206,7,2024,0.5939,"Non Basis",10.9,18.35
kabupaten,12,1206,8,2024,1.1155,Basis,5.19,4.66
kabupaten,12,1206,9,2024,1.1099,Basis,2.76,2.49
kabupaten,12,1206,10,2024,0.3459,"Non Basis",1.18,3.42
kabupaten,12,1206,11,2024,0.4757,"Non Basis",1.37,2.88
kabupaten,12,1206,12,2024,0.7639,"Non Basis",3.26,4.26
kabupaten,12,1206,13,2024,0.2116,"Non Basis",0.19,0.91
kabupaten,12,1206,14,2024,1.7067,Basis,5.26,3.08
kabupaten,12,1206,15,2024,1.3008,Basis,2.8,2.16
kabupaten,12,1206,16,2024,1.3141,Basis,1.24,0.94
kabupaten,12,1206,17,2024,2.4615,Basis,1.35,0.55
kabupaten,12,1206,1,2025,2.0875,Basis,53.44,25.6
kabupaten,12,1206,2,2025,0.1832,"Non Basis",0.22,1.22
kabupaten,12,1206,3,2025,0.1881,"Non Basis",3.23,17.18
kabupaten,12,1206,4,2025,0.6759,"Non Basis",0.09,0.14
kabupaten,12,1206,5,2025,0.8367,"Non Basis",0.08,0.1
kabupaten,12,1206,6,2025,0.5307,"Non Basis",6.5,12.24
kabupaten,12,1206,7,2025,0.6014,"Non Basis",11.38,18.92
kabupaten,12,1206,8,2025,1.6604,Basis,5.77,3.47
kabupaten,12,1206,9,2025,1.0952,Basis,2.76,2.52
kabupaten,12,1206,10,2025,0.3494,"Non Basis",1.24,3.54
kabupaten,12,1206,11,2025,0.4686,"Non Basis",1.35,2.89
kabupaten,12,1206,12,2025,0.7273,"Non Basis",3.27,4.5
kabupaten,12,1206,13,2025,0.2013,"Non Basis",0.2,0.97
kabupaten,12,1206,14,2025,1.674,Basis,4.98,2.98
kabupaten,12,1206,15,2025,1.3157,Basis,2.87,2.18
kabupaten,12,1206,16,2025,1.2846,Basis,1.28,0.99
kabupaten,12,1206,17,2025,2.4208,Basis,1.34,0.55
kabupaten,12,1207,1,2021,0.4738,"Non Basis",12.25,25.86
kabupaten,12,1207,2,2021,0.6393,"Non Basis",0.83,1.29
kabupaten,12,1207,3,2021,1.7275,Basis,30.89,17.88
kabupaten,12,1207,4,2021,1.1534,Basis,0.17,0.14
kabupaten,12,1207,5,2021,0.4747,"Non Basis",0.05,0.1
kabupaten,12,1207,6,2021,1.2468,Basis,15.55,12.47
kabupaten,12,1207,7,2021,0.9757,"Non Basis",17.56,18
kabupaten,12,1207,8,2021,1.7029,Basis,6.74,3.96
kabupaten,12,1207,9,2021,1.1971,Basis,2.6,2.17
kabupaten,12,1207,10,2021,0.5776,"Non Basis",1.83,3.17
kabupaten,12,1207,11,2021,0.915,"Non Basis",2.68,2.92
kabupaten,12,1207,12,2021,0.8234,"Non Basis",3.57,4.33
kabupaten,12,1207,13,2021,0.525,"Non Basis",0.45,0.86
kabupaten,12,1207,14,2021,0.5427,"Non Basis",1.8,3.32
kabupaten,12,1207,15,2021,0.8761,"Non Basis",1.83,2.09
kabupaten,12,1207,16,2021,1.0171,Basis,0.95,0.93
kabupaten,12,1207,17,2021,0.5337,"Non Basis",0.27,0.5
kabupaten,12,1207,1,2022,0.4742,"Non Basis",12.3,25.93
kabupaten,12,1207,2,2022,0.6529,"Non Basis",0.83,1.26
kabupaten,12,1207,3,2022,1.7114,Basis,29.8,17.41
kabupaten,12,1207,4,2022,1.1516,Basis,0.17,0.14
kabupaten,12,1207,5,2022,0.469,"Non Basis",0.05,0.1
kabupaten,12,1207,6,2022,1.242,Basis,15.24,12.27
kabupaten,12,1207,7,2022,0.9856,"Non Basis",18.05,18.31
kabupaten,12,1207,8,2022,1.7661,Basis,7.54,4.27
kabupaten,12,1207,9,2022,1.2189,Basis,2.71,2.22
kabupaten,12,1207,10,2022,0.5837,"Non Basis",1.9,3.26
kabupaten,12,1207,11,2022,0.9238,"Non Basis",2.68,2.9
kabupaten,12,1207,12,2022,0.8154,"Non Basis",3.53,4.32
kabupaten,12,1207,13,2022,0.5171,"Non Basis",0.46,0.89
kabupaten,12,1207,14,2022,0.5454,"Non Basis",1.72,3.15
kabupaten,12,1207,15,2022,0.8634,"Non Basis",1.81,2.1
kabupaten,12,1207,16,2022,1.0279,Basis,0.96,0.93
